"race_eth","count","percent_group","rates","percent_pop"
"African American","1930","1.81439","4065.46879","2.36"
"Asian","17392","16.35017","2654.4364","35.65"
"Latino","54351","51.09521","9937.65084","25.78"
"Native Hawaiian & Other Pacific Islander","502","0.47193","7111.48888","0.32"
"White","13915","13.08145","2075.63578","32.04"
"Other","7649","7.1908",,"3.85"
"Unknown","10633","9.99605",,
