"race_eth","count","percent_group","rates","percent_pop"
"African American","152","1.9","320.2","2.36"
"Asian","934","11.6","142.6","35.65"
"Latino","3652","45.4","667.7","25.78"
"Native Hawaiian & Other Pacific Islander","59","0.7","835.8","0.32"
"White","1041","12.9","155.3","32.04"
"Other","681","8.5",,"3.85"
"Unknown","1527","19",,
