"race_eth","count","percent_group","rates","percent_pop"
"African American","499","1.8397","1051.1238","2.36"
"Asian","3469","12.78941","529.45261","35.65"
"Latino","16078","59.27592","2939.73524","25.78"
"Native Hawaiian & Other Pacific Islander","145","0.53458","2054.11531","0.32"
"White","3257","12.00782","485.83153","32.04"
"Other","1237","4.56054",,"3.85"
"Unknown","2439","8.99204",,
