"race_eth","count","percent_group","rates","percent_pop"
"African American","1739","1.81267","3663.13483","2.36"
"Asian","15223","15.86787","2323.39497","35.65"
"Latino","49003","51.07884","8959.81131","25.78"
"Native Hawaiian & Other Pacific Islander","442","0.46072","6261.51013","0.32"
"White","12358","12.8815","1843.38534","32.04"
"Other","6982","7.27777",,"3.85"
"Unknown","10189","10.62062",,
