"race_eth","count","percent_group","rates","percent_pop"
"African American","562","1.89666","1183.83081","2.36"
"Asian","3897","13.15177","594.77568","35.65"
"Latino","17393","58.69866","3180.1726","25.78"
"Native Hawaiian & Other Pacific Islander","156","0.52648","2209.94475","0.32"
"White","3590","12.11569","535.50359","32.04"
"Other","1384","4.67078",,"3.85"
"Unknown","2649","8.93996",,
