"race_eth","count","percent_group","rates","percent_pop"
"African American","1970","1.81978","4149.72721","2.36"
"Asian","17796","16.43896","2716.09649","35.65"
"Latino","55257","51.04337","10103.30579","25.78"
"Native Hawaiian & Other Pacific Islander","513","0.47388","7267.31832","0.32"
"White","14228","13.14304","2122.32453","32.04"
"Other","7756","7.16457",,"3.85"
"Unknown","10735","9.9164",,
