"race_eth","count","percent_group","rates","percent_pop"
"African American","5519","1.80619","12194.25971","2.4"
"Asian","52917","17.31804","7567.24678","37.7"
"Latino","112143","36.70081","22840.73828","26.5"
"Native Hawaiian & Other Pacific Islander","1835","0.60054","29458.98218","0.3"
"White","46719","15.28963","7685.27216","32.8"
"Other","39884","13.05276","724504.99546","0.3"
"Unknown","46543","15.23203",,
