"race_eth","count","percent_group","rates","percent_pop"
"African American","260","1.9","547.7","2.36"
"Asian","1429","10.3","218.1","35.65"
"Latino","7484","54","1368.4","25.78"
"Native Hawaiian & Other Pacific Islander","83","0.6","1175.8","0.32"
"White","1565","11.3","233.4","32.04"
"Other","966","7",,"3.85"
"Unknown","2069","14.9",,
