"race_eth","count","percent_group","rates","percent_pop"
"African American","420","1.65218","884.71342","2.36"
"Asian","2669","10.49919","407.35342","35.65"
"Latino","14519","57.1142","2654.68441","25.78"
"Native Hawaiian & Other Pacific Islander","125","0.49172","1770.78906","0.32"
"White","2813","11.06565","419.60212","32.04"
"Other","1711","6.73066",,"3.85"
"Unknown","3164","12.4464",,
