"race_eth","count","percent_group","rates","percent_pop"
"African American","2271","1.90996","4783.77183","2.36"
"Asian","20464","17.21067","3123.29729","35.65"
"Latino","59825","50.31412","10938.52849","25.78"
"Native Hawaiian & Other Pacific Islander","586","0.49284","8301.45913","0.32"
"White","16104","13.54381","2402.15872","32.04"
"Other","8577","7.21344",,"3.85"
"Unknown","11076","9.31516",,
