"race_eth","count","percent_group","rates","percent_pop"
"African American","403","1.64995","848.90359","2.36"
"Asian","2556","10.46469","390.10691","35.65"
"Latino","14084","57.66223","2575.1481","25.78"
"Native Hawaiian & Other Pacific Islander","122","0.49949","1728.29013","0.32"
"White","2694","11.02968","401.85144","32.04"
"Other","1611","6.5957",,"3.85"
"Unknown","2955","12.09826",,
