"race_eth","count","percent_group","rates","percent_pop"
"African American","1942","1.81922","4090.74632","2.36"
"Asian","17465","16.36081","2665.57795","35.65"
"Latino","54562","51.11242","9976.23053","25.78"
"Native Hawaiian & Other Pacific Islander","502","0.47026","7111.48888","0.32"
"White","13975","13.09146","2084.5857","32.04"
"Other","7658","7.17384",,"3.85"
"Unknown","10645","9.97199",,
