"race_eth","count","percent_group","rates","percent_pop"
"African American","2202","1.87344","4638.42605","2.36"
"Asian","20013","17.02683","3054.46387","35.65"
"Latino","59295","50.44751","10841.62218","25.78"
"Native Hawaiian & Other Pacific Islander","578","0.49176","8188.12863","0.32"
"White","15827","13.46543","2360.83992","32.04"
"Other","8492","7.2249",,"3.85"
"Unknown","11131","9.47013",,
