"race_eth","count","percent_group","rates","percent_pop"
"African American","311","1.9","655.1","2.36"
"Asian","1649","9.9","251.7","35.65"
"Latino","9107","54.8","1665.1","25.78"
"Native Hawaiian & Other Pacific Islander","96","0.6","1360","0.32"
"White","1803","10.9","268.9","32.04"
"Other","1179","7.1",,"3.85"
"Unknown","2462","14.8",,
