"race_eth","count","percent_group","rates","percent_pop"
"African American","2135","1.85015","4497.2932","2.36"
"Asian","19482","16.88273","2973.42053","35.65"
"Latino","58478","50.67593","10692.24018","25.78"
"Native Hawaiian & Other Pacific Islander","562","0.48702","7961.46763","0.32"
"White","15404","13.34882","2297.74298","32.04"
"Other","8298","7.19089",,"3.85"
"Unknown","11037","9.56446",,
