"race_eth","count","percent_group","rates","percent_pop"
"African American","290","1.9","610.9","2.36"
"Asian","1550","10.2","236.6","35.65"
"Latino","8431","55.3","1541.5","25.78"
"Native Hawaiian & Other Pacific Islander","91","0.6","1289.1","0.32"
"White","1677","11","250.2","32.04"
"Other","1042","6.8","0","3.85"
"Unknown","2177","14.3","0",
