"race_eth","count","percent_group","rates","percent_pop"
"African American","374","1.8","787.8","2.36"
"Asian","2242","10.5","342.2","35.65"
"Latino","12110","56.9","2214.2","25.78"
"Native Hawaiian & Other Pacific Islander","112","0.5","1586.6","0.32"
"White","2285","10.7","340.8","32.04"
"Other","1409","6.6",,"3.85"
"Unknown","2762","13",,
