"race_eth","count","percent_group","rates","percent_pop"
"African American","7181","1.71897","15866.4575","2.4"
"Asian","85910","20.56488","12285.31797","37.7"
"Latino","135403","32.41237","27578.22143","26.5"
"Native Hawaiian & Other Pacific Islander","2546","0.60945","40873.3344","0.3"
"White","66958","16.02821","11014.58621","32.8"
"Other","49868","11.93725","905867.39328","0.3"
"Unknown","69885","16.72886",,
