"race_eth","count","percent_group","rates","percent_pop"
"African American","378","1.7","796.2","2.36"
"Asian","2274","10.5","347.1","35.65"
"Latino","12395","57","2266.3","25.78"
"Native Hawaiian & Other Pacific Islander","115","0.5","1629.1","0.32"
"White","2330","10.7","347.6","32.04"
"Other","1444","6.6",,"3.85"
"Unknown","2798","12.9",,
