"race_eth","count","percent_group","rates","percent_pop"
"African American","358","1.8","754.1","2.36"
"Asian","2086","10.5","318.4","35.65"
"Latino","11249","56.6","2056.8","25.78"
"Native Hawaiian & Other Pacific Islander","107","0.5","1515.8","0.32"
"White","2141","10.8","319.4","32.04"
"Other","1310","6.6",,"3.85"
"Unknown","2640","13.3",,
