"race_eth","count","percent_group","rates","percent_pop"
"African American","184","1.9","387.6","2.36"
"Asian","1065","10.9","162.5","35.65"
"Latino","4685","48.1","856.6","25.78"
"Native Hawaiian & Other Pacific Islander","66","0.7","935","0.32"
"White","1200","12.3","179","32.04"
"Other","784","8.1",,"3.85"
"Unknown","1747","18",,
