"race_eth","count","percent_group","rates","percent_pop"
"African American","355","1.8","747.8","2.36"
"Asian","2064","10.4","315","35.65"
"Latino","11130","56.3","2035","25.78"
"Native Hawaiian & Other Pacific Islander","107","0.5","1515.8","0.32"
"White","2131","10.8","317.9","32.04"
"Other","1314","6.6",,"3.85"
"Unknown","2659","13.5",,
