"race_eth","count","percent_group","rates","percent_pop"
"African American","2079","1.83088","4379.33141","2.36"
"Asian","19030","16.75884","2904.43449","35.65"
"Latino","57757","50.86392","10560.41103","25.78"
"Native Hawaiian & Other Pacific Islander","545","0.47996","7720.64032","0.32"
"White","15037","13.24239","2242.9993","32.04"
"Other","8164","7.18966",,"3.85"
"Unknown","10940","9.63435",,
