"race_eth","count","percent_group","rates","percent_pop"
"African American","623","1.9439","1312.3249","2.36"
"Asian","4248","13.2547","648.3467","35.65"
"Latino","18695","58.33255","3418.23301","25.78"
"Native Hawaiian & Other Pacific Islander","162","0.50548","2294.94263","0.32"
"White","3970","12.38728","592.18642","32.04"
"Other","1507","4.70217",,"3.85"
"Unknown","2844","8.87391",,
