"race_eth","count","percent_group","rates","percent_pop"
"African American","2300","1.92723","4844.85918","2.36"
"Asian","20550","17.21942","3136.42295","35.65"
"Latino","59985","50.26311","10967.78322","25.78"
"Native Hawaiian & Other Pacific Islander","595","0.49857","8428.95594","0.32"
"White","16207","13.5803","2417.52275","32.04"
"Other","8623","7.22545",,"3.85"
"Unknown","11082","9.28592",,
