"race_eth","count","percent_group","rates","percent_pop"
"African American","2099","1.83828","4421.46062","2.36"
"Asian","19184","16.8011","2927.93858","35.65"
"Latino","58017","50.81054","10607.94997","25.78"
"Native Hawaiian & Other Pacific Islander","551","0.48256","7805.63819","0.32"
"White","15157","13.27431","2260.89914","32.04"
"Other","8214","7.19372",,"3.85"
"Unknown","10961","9.5995",,
