"race_eth","count","percent_group","rates","percent_pop"
"African American","379","1.7","798.3","2.36"
"Asian","2319","10.5","353.9","35.65"
"Latino","12638","57.3","2310.8","25.78"
"Native Hawaiian & Other Pacific Islander","116","0.5","1643.3","0.32"
"White","2384","10.8","355.6","32.04"
"Other","1456","6.6",,"3.85"
"Unknown","2764","12.5",,
