"race_eth","count","percent_group","rates","percent_pop"
"African American","2972","1.95502","6566.64973","2.4"
"Asian","22048","14.50345","3152.91224","37.7"
"Latino","71743","47.19344","14612.26369","26.5"
"Native Hawaiian & Other Pacific Islander","767","0.50454","12313.37293","0.3"
"White","23085","15.1856","3797.48085","32.8"
"Other","15567","10.24017","282779.29155","0.3"
"Unknown","15837","10.41778",,
