"race_eth","count","percent_group","rates","percent_pop"
"African American","384","1.7","808.9","2.36"
"Asian","2391","10.5","364.9","35.65"
"Latino","13116","57.5","2398.2","25.78"
"Native Hawaiian & Other Pacific Islander","118","0.5","1671.6","0.32"
"White","2477","10.9","369.5","32.04"
"Other","1505","6.6",,"3.85"
"Unknown","2810","12.3",,
