"race_eth","count","percent_group","rates","percent_pop"
"African American","2258","1.90248","4756.38784","2.36"
"Asian","20415","17.2007","3115.81871","35.65"
"Latino","59736","50.3307","10922.25554","25.78"
"Native Hawaiian & Other Pacific Islander","585","0.49289","8287.29282","0.32"
"White","16057","13.52886","2395.14795","32.04"
"Other","8563","7.21477",,"3.85"
"Unknown","11073","9.32958",,
