"race_eth","count","percent_group","rates","percent_pop"
"African American","339","1.8","714.1","2.36"
"Asian","1901","10.1","290.1","35.65"
"Latino","10460","55.5","1912.5","25.78"
"Native Hawaiian & Other Pacific Islander","104","0.6","1473.3","0.32"
"White","2034","10.8","303.4","32.04"
"Other","1288","6.8",,"3.85"
"Unknown","2728","14.5",,
