"race_eth","count","percent_group","rates","percent_pop"
"African American","2678","1.91882","5641.10126","2.36"
"Asian","20066","14.37753","3062.55294","35.65"
"Latino","67380","48.27858","12319.90053","25.78"
"Native Hawaiian & Other Pacific Islander","678","0.4858","9604.75988","0.32"
"White","19761","14.15899","2947.65639","32.04"
"Other","14803","10.60653",,"3.85"
"Unknown","14199","10.17375",,
