"race_eth","count","percent_group","rates","percent_pop"
"African American","2065","1.83389","4349.84096","2.36"
"Asian","18780","16.67821","2866.27849","35.65"
"Latino","57349","50.93071","10485.81145","25.78"
"Native Hawaiian & Other Pacific Islander","536","0.47601","7593.1435","0.32"
"White","14883","13.21735","2220.02783","32.04"
"Other","8090","7.1846",,"3.85"
"Unknown","10899","9.67922",,
