"race_eth","count","percent_group","rates","percent_pop"
"African American","1921","1.81672","4046.51065","2.36"
"Asian","17272","16.33441","2636.12152","35.65"
"Latino","53973","51.04312","9868.53653","25.78"
"Native Hawaiian & Other Pacific Islander","498","0.47097","7054.82363","0.32"
"White","13829","13.07831","2062.80756","32.04"
"Other","7615","7.20163",,"3.85"
"Unknown","10632","10.05485",,
