"race_eth","count","percent_group","rates","percent_pop"
"African American","5238","1.80831","11573.38872","2.4"
"Asian","49325","17.02847","7053.58292","37.7"
"Latino","108173","37.34456","22032.14808","26.5"
"Native Hawaiian & Other Pacific Islander","1739","0.60035","27917.80382","0.3"
"White","43931","15.1663","7226.64636","32.8"
"Other","37880","13.07731","688101.7257","0.3"
"Unknown","43376","14.97469",,
