"race_eth","count","percent_group","rates","percent_pop"
"African American","382","1.7","804.7","2.36"
"Asian","2360","10.5","360.2","35.65"
"Latino","12951","57.4","2368","25.78"
"Native Hawaiian & Other Pacific Islander","118","0.5","1671.6","0.32"
"White","2448","10.9","365.2","32.04"
"Other","1489","6.6",,"3.85"
"Unknown","2807","12.4",,
