"race_eth","count","percent_group","rates","percent_pop"
"African American","2056","1.83287","4330.88282","2.36"
"Asian","18671","16.64468","2849.64248","35.65"
"Latino","57139","50.93783","10447.41461","25.78"
"Native Hawaiian & Other Pacific Islander","533","0.47515","7550.64457","0.32"
"White","14827","13.21786","2211.67457","32.04"
"Other","8058","7.18348",,"3.85"
"Unknown","10890","9.70813",,
