"race_eth","count","percent_group","rates","percent_pop"
"African American","2474","2.01003","5211.38331","2.36"
"Asian","21284","17.2924","3248.44896","35.65"
"Latino","61315","49.81598","11210.96321","25.78"
"Native Hawaiian & Other Pacific Islander","619","0.50291","8768.94744","0.32"
"White","17270","14.03118","2576.08551","32.04"
"Other","8977","7.29345",,"3.85"
"Unknown","11144","9.05405",,
