"race_eth","count","percent_group","rates","percent_pop"
"African American","1692","1.80852","3564.13119","2.36"
"Asian","14725","15.73907","2247.38822","35.65"
"Latino","47720","51.00634","8725.2249","25.78"
"Native Hawaiian & Other Pacific Islander","430","0.45961","6091.51438","0.32"
"White","12012","12.83923","1791.77413","32.04"
"Other","6806","7.27471",,"3.85"
"Unknown","10172","10.87252",,
