"race_eth","count","percent_group","rates","percent_pop"
"African American","1587","1.82319","3342.95284","2.36"
"Asian","13578","15.59883","2072.32851","35.65"
"Latino","44344","50.94376","8107.94997","25.78"
"Native Hawaiian & Other Pacific Islander","399","0.45838","5652.35869","0.32"
"White","11104","12.75662","1656.33199","32.04"
"Other","6265","7.19743",,"3.85"
"Unknown","9768","11.22178",,
