"race_eth","count","percent_group","rates","percent_pop"
"African American","388","1.7","817.3","2.36"
"Asian","2418","10.5","369","35.65"
"Latino","13266","57.7","2425.6","25.78"
"Native Hawaiian & Other Pacific Islander","118","0.5","1671.6","0.32"
"White","2501","10.9","373.1","32.04"
"Other","1509","6.6",,"3.85"
"Unknown","2774","12.1",,
