"race_eth","count","percent_group","rates","percent_pop"
"African American","2328","1.94324","4903.84008","2.36"
"Asian","20632","17.22204","3148.93812","35.65"
"Latino","60270","50.30885","11019.89322","25.78"
"Native Hawaiian & Other Pacific Islander","596","0.4975","8443.12226","0.32"
"White","16373","13.66694","2442.2842","32.04"
"Other","8651","7.2212",,"3.85"
"Unknown","10950","9.14023",,
