"race_eth","count","percent_group","rates","percent_pop"
"African American","419","1.65763","882.60696","2.36"
"Asian","2655","10.50362","405.21669","35.65"
"Latino","14455","57.18637","2642.98252","25.78"
"Native Hawaiian & Other Pacific Islander","125","0.49452","1770.78906","0.32"
"White","2796","11.06144","417.06631","32.04"
"Other","1699","6.72153",,"3.85"
"Unknown","3128","12.37489",,
