"race_eth","count","percent_group","rates","percent_pop"
"African American","449","1.66469","945.80077","2.36"
"Asian","2806","10.40338","428.26291","35.65"
"Latino","15177","56.26946","2774.99451","25.78"
"Native Hawaiian & Other Pacific Islander","132","0.4894","1869.95325","0.32"
"White","3012","11.16714","449.28602","32.04"
"Other","1858","6.88863",,"3.85"
"Unknown","3538","13.11731",,
