"race_eth","count","percent_group","rates","percent_pop"
"African American","377","1.7","794.1","2.36"
"Asian","2260","10.5","344.9","35.65"
"Latino","12322","57","2253","25.78"
"Native Hawaiian & Other Pacific Islander","113","0.5","1600.8","0.32"
"White","2311","10.7","344.7","32.04"
"Other","1428","6.6",,"3.85"
"Unknown","2794","12.9",,
