"race_eth","count","percent_group","rates","percent_pop"
"African American","1441","1.8","3035.4","2.36"
"Asian","12158","15.5","1855.6","35.65"
"Latino","40055","50.9","7323.7","25.78"
"Native Hawaiian & Other Pacific Islander","347","0.4","4915.7","0.32"
"White","9998","12.7","1491.4","32.04"
"Other","5446","6.9",,"3.85"
"Unknown","9238","11.7",,
