"race_eth","count","percent_group","rates","percent_pop"
"African American","2097","1.83923","4417.2477","2.36"
"Asian","19148","16.79428","2922.44412","35.65"
"Latino","57949","50.82577","10595.51671","25.78"
"Native Hawaiian & Other Pacific Islander","548","0.48064","7763.13925","0.32"
"White","15132","13.27194","2257.17001","32.04"
"Other","8193","7.1859",,"3.85"
"Unknown","10948","9.60225",,
