"race_eth","count","percent_group","rates","percent_pop"
"African American","2252","1.89285","4743.74908","2.36"
"Asian","20424","17.16678","3117.19233","35.65"
"Latino","59855","50.30931","10944.01375","25.78"
"Native Hawaiian & Other Pacific Islander","583","0.49002","8258.96019","0.32"
"White","16067","13.50463","2396.6396","32.04"
"Other","8612","7.23856",,"3.85"
"Unknown","11181","9.39785",,
