"race_eth","count","percent_group","rates","percent_pop"
"African American","400","1.6657","842.58421","2.36"
"Asian","2515","10.47306","383.84933","35.65"
"Latino","13835","57.61223","2529.62042","25.78"
"Native Hawaiian & Other Pacific Islander","119","0.49554","1685.79119","0.32"
"White","2644","11.01024","394.39317","32.04"
"Other","1582","6.58782",,"3.85"
"Unknown","2919","12.15541",,
