"race_eth","count","percent_group","rates","percent_pop"
"African American","391","1.7","823.6","2.36"
"Asian","2444","10.5","373","35.65"
"Latino","13416","57.8","2453","25.78"
"Native Hawaiian & Other Pacific Islander","120","0.5","1700","0.32"
"White","2548","11","380.1","32.04"
"Other","1527","6.6",,"3.85"
"Unknown","2778","12",,
