"race_eth","count","percent_group","rates","percent_pop"
"African American","2043","1.82489","4303.49883","2.36"
"Asian","18616","16.62856","2841.24816","35.65"
"Latino","57018","50.93076","10425.29072","25.78"
"Native Hawaiian & Other Pacific Islander","532","0.4752","7536.47825","0.32"
"White","14789","13.21013","2206.00629","32.04"
"Other","8060","7.19951",,"3.85"
"Unknown","10894","9.73096",,
