"race_eth","count","percent_group","rates","percent_pop"
"African American","1751","1.81752","3688.41236","2.36"
"Asian","15311","15.89267","2336.82588","35.65"
"Latino","49229","51.09923","9001.13362","25.78"
"Native Hawaiian & Other Pacific Islander","445","0.46191","6304.00907","0.32"
"White","12419","12.8908","1852.48442","32.04"
"Other","6948","7.21196",,"3.85"
"Unknown","10237","10.62591",,
