"race_eth","count","percent_group","rates","percent_pop"
"African American","380","1.7","800.5","2.36"
"Asian","2307","10.5","352.1","35.65"
"Latino","12536","57.2","2292.1","25.78"
"Native Hawaiian & Other Pacific Islander","116","0.5","1643.3","0.32"
"White","2360","10.8","352","32.04"
"Other","1451","6.6",,"3.85"
"Unknown","2776","12.7",,
