"race_eth","count","percent_group","rates","percent_pop"
"African American","5939","1.77867","13122.25193","2.4"
"Asian","61870","18.52939","8847.54537","37.7"
"Latino","116378","34.85394","23703.30239","26.5"
"Native Hawaiian & Other Pacific Islander","2034","0.60916","32653.71649","0.3"
"White","52773","15.80494","8681.15472","32.8"
"Other","43223","12.94482","785158.94641","0.3"
"Unknown","51685","15.47909",,
