"race_eth","count","percent_group","rates","percent_pop"
"African American","680","1.91782","1432.39315","2.36"
"Asian","4796","13.52624","731.98465","35.65"
"Latino","20427","57.61063","3734.91553","25.78"
"Native Hawaiian & Other Pacific Islander","176","0.49638","2493.271","0.32"
"White","4398","12.40376","656.02919","32.04"
"Other","1705","4.80864",,"3.85"
"Unknown","3275","9.23654",,
