"race_eth","count","percent_group","rates","percent_pop"
"African American","1337","1.79803","2816.33771","2.36"
"Asian","11306","15.20462","1725.56681","35.65"
"Latino","37705","50.70671","6894.06129","25.78"
"Native Hawaiian & Other Pacific Islander","326","0.43841","4618.21788","0.32"
"White","9241","12.42755","1378.43696","32.04"
"Other","5055","6.7981",,"3.85"
"Unknown","9389","12.62658",,
