"race_eth","count","percent_group","rates","percent_pop"
"African American","2775","2.09428","5845.42793","2.36"
"Asian","22603","17.05835","3449.76","35.65"
"Latino","65189","49.19776","11919.2935","25.78"
"Native Hawaiian & Other Pacific Islander","702","0.5298","9944.75138","0.32"
"White","19234","14.51579","2869.04625","32.04"
"Other","9783","7.38317",,"3.85"
"Unknown","12218","9.22085",,
