"race_eth","count","percent_group","rates","percent_pop"
"African American","2770","1.92622","5834.89562","2.36"
"Asian","20739","14.42161","3165.26889","35.65"
"Latino","68945","47.9434","12606.04842","25.78"
"Native Hawaiian & Other Pacific Islander","701","0.48747","9930.58507","0.32"
"White","20809","14.47029","3103.98167","32.04"
"Other","15010","10.43775",,"3.85"
"Unknown","14831","10.31327",,
