"race_eth","count","percent_group","rates","percent_pop"
"African American","6056","1.76686","13380.76405","2.4"
"Asian","64528","18.82628","9227.64518","37.7"
"Latino","117799","34.36828","23992.72472","26.5"
"Native Hawaiian & Other Pacific Islander","2089","0.60947","33536.68326","0.3"
"White","54408","15.87373","8950.11211","32.8"
"Other","44137","12.87713","801762.03451","0.3"
"Unknown","53738","15.67825",,
