"race_eth","count","percent_group","rates","percent_pop"
"African American","1951","1.81662","4109.70446","2.36"
"Asian","17583","16.37197","2683.58758","35.65"
"Latino","54850","51.07219","10028.88905","25.78"
"Native Hawaiian & Other Pacific Islander","509","0.47394","7210.65307","0.32"
"White","14099","13.12793","2103.0822","32.04"
"Other","7718","7.18642",,"3.85"
"Unknown","10687","9.95093",,
