"race_eth","count","percent_group","rates","percent_pop"
"African American","1870","1.81843","3939.08116","2.36"
"Asian","16668","16.20833","2543.93663","35.65"
"Latino","52575","51.12509","9612.92328","25.78"
"Native Hawaiian & Other Pacific Islander","478","0.46482","6771.49738","0.32"
"White","13369","13.00031","1994.1915","32.04"
"Other","7410","7.20565",,"3.85"
"Unknown","10466","10.17737",,
