"race_eth","count","percent_group","rates","percent_pop"
"African American","1009","1.7911","2125.41866","2.36"
"Asian","8306","14.7442","1267.69484","35.65"
"Latino","29985","53.22718","5482.5203","25.78"
"Native Hawaiian & Other Pacific Islander","257","0.45621","3640.74231","0.32"
"White","6786","12.04601","1012.23603","32.04"
"Other","3400","6.03543",,"3.85"
"Unknown","6591","11.69986",,
