"race_eth","count","percent_group","rates","percent_pop"
"African American","2412","1.98432","5080.78276","2.36"
"Asian","21033","17.30356","3210.14034","35.65"
"Latino","60792","50.01275","11115.3368","25.78"
"Native Hawaiian & Other Pacific Islander","609","0.50102","8627.28432","0.32"
"White","16905","13.90751","2521.64016","32.04"
"Other","8811","7.24869",,"3.85"
"Unknown","10991","9.04215",,
