"race_eth","count","percent_group","rates","percent_pop"
"African American","1802","1.81701","3795.84185","2.36"
"Asian","15892","16.02436","2425.50042","35.65"
"Latino","50674","51.09605","9265.34045","25.78"
"Native Hawaiian & Other Pacific Islander","462","0.46585","6544.83638","0.32"
"White","12788","12.89451","1907.52644","32.04"
"Other","7165","7.22468",,"3.85"
"Unknown","10391","10.47754",,
